"","products","Date","purchase_count"
"1774","Peeping Panda glasses",2020-04-02,329
"1775","Peeping Panda glasses",2020-04-03,363
"1776","Peeping Panda glasses",2020-04-04,172
"1777","Peeping Panda glasses",2020-04-05,175
"1778","Peeping Panda glasses",2020-04-06,367
"1779","Peeping Panda glasses",2020-04-07,339
"1780","Peeping Panda glasses",2020-04-08,392
"1781","Peeping Panda glasses",2020-04-09,387
"1782","Peeping Panda glasses",2020-04-10,255
"1783","Peeping Panda glasses",2020-04-11,135
"1784","Peeping Panda glasses",2020-04-12,163
"1785","Peeping Panda glasses",2020-04-13,350
"1786","Peeping Panda glasses",2020-04-14,398
"1787","Peeping Panda glasses",2020-04-15,374
"1788","Peeping Panda glasses",2020-04-16,399
"1789","Peeping Panda glasses",2020-04-17,368
"1790","Peeping Panda glasses",2020-04-18,147
"1791","Peeping Panda glasses",2020-04-19,140
"1792","Peeping Panda glasses",2020-04-20,368
"1793","Peeping Panda glasses",2020-04-21,384
"1794","Peeping Panda glasses",2020-04-22,376
"1795","Peeping Panda glasses",2020-04-23,352
"1796","Peeping Panda glasses",2020-04-24,361
"1797","Peeping Panda glasses",2020-04-25,176
"1798","Peeping Panda glasses",2020-04-26,152
"1799","Peeping Panda glasses",2020-04-27,384
"1800","Peeping Panda glasses",2020-04-28,352
"1801","Silent Canary alarm",2019-11-01,1403
"1802","Silent Canary alarm",2019-11-02,23
"1803","Silent Canary alarm",2019-11-03,1363
"1804","Silent Canary alarm",2019-11-04,1402
"1805","Silent Canary alarm",2019-11-05,1385
"1806","Silent Canary alarm",2019-11-06,1409
"1807","Silent Canary alarm",2019-11-07,1412
"1808","Silent Canary alarm",2019-11-08,1412
"1809","Silent Canary alarm",2019-11-09,1362
"1810","Silent Canary alarm",2019-11-10,1362
"1811","Silent Canary alarm",2019-11-11,1401
"1812","Silent Canary alarm",2019-11-12,1406
"1813","Silent Canary alarm",2019-11-13,1388
"1814","Silent Canary alarm",2019-11-14,1377
"1815","Silent Canary alarm",2019-11-15,1358
"1816","Silent Canary alarm",2019-11-16,1309
"1817","Silent Canary alarm",2019-11-17,1304
"1818","Silent Canary alarm",2019-11-18,1360
"1819","Silent Canary alarm",2019-11-19,1363
"1820","Silent Canary alarm",2019-11-20,1345
"1821","Silent Canary alarm",2019-11-21,1345
"1822","Silent Canary alarm",2019-11-22,1376
"1823","Silent Canary alarm",2019-11-23,1374
"1824","Silent Canary alarm",2019-11-24,1359
"1825","Silent Canary alarm",2019-11-25,1368
"1826","Silent Canary alarm",2019-11-26,1371
"1827","Silent Canary alarm",2019-11-27,1368
"1828","Silent Canary alarm",2019-11-28,1370
"1829","Silent Canary alarm",2019-11-29,1392
"1830","Silent Canary alarm",2019-11-30,1395
"1831","Silent Canary alarm",2019-12-01,1407
"1832","Silent Canary alarm",2019-12-02,1419
"1833","Silent Canary alarm",2019-12-03,1429
"1834","Silent Canary alarm",2019-12-04,1435
"1835","Silent Canary alarm",2019-12-05,1430
"1836","Silent Canary alarm",2019-12-06,1409
"1837","Silent Canary alarm",2019-12-07,1393
"1838","Silent Canary alarm",2019-12-08,1386
"1839","Silent Canary alarm",2019-12-09,1387
"1840","Silent Canary alarm",2019-12-10,1393
"1841","Silent Canary alarm",2019-12-11,1385
"1842","Silent Canary alarm",2019-12-12,1367
"1843","Silent Canary alarm",2019-12-13,111
"1844","Silent Canary alarm",2019-12-14,1346
"1845","Silent Canary alarm",2019-12-15,52
"1846","Silent Canary alarm",2019-12-16,1327
"1847","Silent Canary alarm",2019-12-17,1319
"1848","Silent Canary alarm",2019-12-18,1308
"1849","Silent Canary alarm",2019-12-19,1592
"1850","Silent Canary alarm",2019-12-20,1574
"1851","Silent Canary alarm",2019-12-21,1568
"1852","Silent Canary alarm",2019-12-22,1537
"1853","Silent Canary alarm",2019-12-23,1502
"1854","Silent Canary alarm",2019-12-24,1490
"1855","Silent Canary alarm",2019-12-25,1484
"1856","Silent Canary alarm",2019-12-26,1475
"1857","Silent Canary alarm",2019-12-27,1475
"1858","Silent Canary alarm",2019-12-28,1487
"1859","Silent Canary alarm",2019-12-29,1488
"1860","Silent Canary alarm",2019-12-30,1486
"1861","Silent Canary alarm",2019-12-31,1498
"1862","Silent Canary alarm",2020-01-01,1502
"1863","Silent Canary alarm",2020-01-02,1505
"1864","Silent Canary alarm",2020-01-03,1501
"1865","Silent Canary alarm",2020-01-04,1486
"1866","Silent Canary alarm",2020-01-05,1486
"1867","Silent Canary alarm",2020-01-06,1486
"1868","Silent Canary alarm",2020-01-07,1466
"1869","Silent Canary alarm",2020-01-08,1448
"1870","Silent Canary alarm",2020-01-09,1421
"1871","Silent Canary alarm",2020-01-10,1408
"1872","Silent Canary alarm",2020-01-11,1399
"1873","Silent Canary alarm",2020-01-12,1398
"1874","Silent Canary alarm",2020-01-13,1399
"1875","Silent Canary alarm",2020-01-14,1398
"1876","Silent Canary alarm",2020-01-15,1387
"1877","Silent Canary alarm",2020-01-16,1370
"1878","Silent Canary alarm",2020-01-17,1366
"1879","Silent Canary alarm",2020-01-18,1356
"1880","Silent Canary alarm",2020-01-19,1353
"1881","Silent Canary alarm",2020-01-20,1356
"1882","Silent Canary alarm",2020-01-21,1352
"1883","Silent Canary alarm",2020-01-22,1364
"1884","Silent Canary alarm",2020-01-23,1376
"1885","Silent Canary alarm",2020-01-24,1405
"1886","Silent Canary alarm",2020-01-25,21
"1887","Silent Canary alarm",2020-01-26,22
"1888","Silent Canary alarm",2020-01-27,1423
"1889","Silent Canary alarm",2020-01-28,1385
"1890","Silent Canary alarm",2020-01-29,1113
"1891","Silent Canary alarm",2020-01-30,94
"1892","Silent Canary alarm",2020-01-31,88
"1893","Silent Canary alarm",2020-02-01,31
"1894","Silent Canary alarm",2020-02-02,32
"1895","Silent Canary alarm",2020-02-03,1452
"1896","Silent Canary alarm",2020-02-04,105
"1897","Silent Canary alarm",2020-02-05,126
"1898","Silent Canary alarm",2020-02-06,1516
"1899","Silent Canary alarm",2020-02-07,1510
"1900","Silent Canary alarm",2020-02-08,1490
"1901","Silent Canary alarm",2020-02-09,1460
"1902","Silent Canary alarm",2020-02-10,1452
"1903","Silent Canary alarm",2020-02-11,1444
"1904","Silent Canary alarm",2020-02-12,1418
"1905","Silent Canary alarm",2020-02-13,1405
"1906","Silent Canary alarm",2020-02-14,1398
"1907","Silent Canary alarm",2020-02-15,127
"1908","Silent Canary alarm",2020-02-16,1338
"1909","Silent Canary alarm",2020-02-17,1402
"1910","Silent Canary alarm",2020-02-18,1414
"1911","Silent Canary alarm",2020-02-19,1397
"1912","Silent Canary alarm",2020-02-20,1338
"1913","Silent Canary alarm",2020-02-21,1158
"1914","Silent Canary alarm",2020-02-22,1362
"1915","Silent Canary alarm",2020-02-23,1410
"1916","Silent Canary alarm",2020-02-24,1463
"1917","Silent Canary alarm",2020-02-25,1471
"1918","Silent Canary alarm",2020-02-26,1457
"1919","Silent Canary alarm",2020-02-27,1456
"1920","Silent Canary alarm",2020-02-28,1453
"1921","Silent Canary alarm",2020-02-29,1436
"1922","Silent Canary alarm",2020-03-01,1450
"1923","Silent Canary alarm",2020-03-02,1451
"1924","Silent Canary alarm",2020-03-03,1462
"1925","Silent Canary alarm",2020-03-04,1466
"1926","Silent Canary alarm",2020-03-05,1405
"1927","Silent Canary alarm",2020-03-06,1446
"1928","Silent Canary alarm",2020-03-07,1488
"1929","Silent Canary alarm",2020-03-08,1488
"1930","Silent Canary alarm",2020-03-09,1415
"1931","Silent Canary alarm",2020-03-10,168
"1932","Silent Canary alarm",2020-03-11,1498
"1933","Silent Canary alarm",2020-03-12,168
"1934","Silent Canary alarm",2020-03-13,90
"1935","Silent Canary alarm",2020-03-14,1405
"1936","Silent Canary alarm",2020-03-15,1451
"1937","Silent Canary alarm",2020-03-16,1460
"1938","Silent Canary alarm",2020-03-17,1471
"1939","Silent Canary alarm",2020-03-18,1466
"1940","Silent Canary alarm",2020-03-19,1478
"1941","Silent Canary alarm",2020-03-20,1489
"1942","Silent Canary alarm",2020-03-21,1476
"1943","Silent Canary alarm",2020-03-22,1451
"1944","Silent Canary alarm",2020-03-23,1456
"1945","Silent Canary alarm",2020-03-24,1445
"1946","Silent Canary alarm",2020-03-25,1467
"1947","Silent Canary alarm",2020-03-26,1473
"1948","Silent Canary alarm",2020-03-27,1481
"1949","Silent Canary alarm",2020-03-28,1426
"1950","Silent Canary alarm",2020-03-29,1488
"1951","Silent Canary alarm",2020-03-30,1500
"1952","Silent Canary alarm",2020-03-31,1509
"1953","Silent Canary alarm",2020-04-01,1499
"1954","Silent Canary alarm",2020-04-02,1451
"1955","Silent Canary alarm",2020-04-03,1501
"1956","Silent Canary alarm",2020-04-04,36
"1957","Silent Canary alarm",2020-04-05,1469
"1958","Silent Canary alarm",2020-04-06,1461
"1959","Silent Canary alarm",2020-04-07,156
"1960","Silent Canary alarm",2020-04-08,1444
"1961","Silent Canary alarm",2020-04-09,1442
"1962","Silent Canary alarm",2020-04-10,1514
"1963","Silent Canary alarm",2020-04-11,1439
"1964","Silent Canary alarm",2020-04-12,1476
"1965","Silent Canary alarm",2020-04-13,1499
"1966","Silent Canary alarm",2020-04-14,1511
"1967","Silent Canary alarm",2020-04-15,1490
"1968","Silent Canary alarm",2020-04-16,1460
"1969","Silent Canary alarm",2020-04-17,1444
"1970","Silent Canary alarm",2020-04-18,1451
"1971","Silent Canary alarm",2020-04-19,1442
"1972","Silent Canary alarm",2020-04-20,1442
"1973","Silent Canary alarm",2020-04-21,1353
"1974","Silent Canary alarm",2020-04-22,1346
"1975","Silent Canary alarm",2020-04-23,1352
"1976","Silent Canary alarm",2020-04-24,1358
"1977","Silent Canary alarm",2020-04-25,1355
"1978","Silent Canary alarm",2020-04-26,1348
"1979","Silent Canary alarm",2020-04-27,1349
"1980","Silent Canary alarm",2020-04-28,1356
"1981","Sleeping Sloth Sandals",2019-11-01,0
"1982","Sleeping Sloth Sandals",2019-11-02,0
"1983","Sleeping Sloth Sandals",2019-11-03,0
"1984","Sleeping Sloth Sandals",2019-11-04,1
"1985","Sleeping Sloth Sandals",2019-11-05,1
"1986","Sleeping Sloth Sandals",2019-11-06,1
"1987","Sleeping Sloth Sandals",2019-11-07,1
"1988","Sleeping Sloth Sandals",2019-11-08,1
"1989","Sleeping Sloth Sandals",2019-11-09,1
"1990","Sleeping Sloth Sandals",2019-11-10,1
"1991","Sleeping Sloth Sandals",2019-11-11,1
"1992","Sleeping Sloth Sandals",2019-11-12,1
"1993","Sleeping Sloth Sandals",2019-11-13,1
"1994","Sleeping Sloth Sandals",2019-11-14,1
"1995","Sleeping Sloth Sandals",2019-11-15,1
"1996","Sleeping Sloth Sandals",2019-11-16,1
"1997","Sleeping Sloth Sandals",2019-11-17,1
"1998","Sleeping Sloth Sandals",2019-11-18,1
"1999","Sleeping Sloth Sandals",2019-11-19,1
"2000","Sleeping Sloth Sandals",2019-11-20,1
"2001","Sleeping Sloth Sandals",2019-11-21,1
"2002","Sleeping Sloth Sandals",2019-11-22,1
"2003","Sleeping Sloth Sandals",2019-11-23,1
"2004","Sleeping Sloth Sandals",2019-11-24,1
"2005","Sleeping Sloth Sandals",2019-11-25,1
"2006","Sleeping Sloth Sandals",2019-11-26,1
"2007","Sleeping Sloth Sandals",2019-11-27,1
"2008","Sleeping Sloth Sandals",2019-11-28,1
"2009","Sleeping Sloth Sandals",2019-11-29,1
"2010","Sleeping Sloth Sandals",2019-11-30,1
"2011","Sleeping Sloth Sandals",2019-12-01,1
"2012","Sleeping Sloth Sandals",2019-12-02,1
"2013","Sleeping Sloth Sandals",2019-12-03,1
"2014","Sleeping Sloth Sandals",2019-12-04,1
"2015","Sleeping Sloth Sandals",2019-12-05,1
"2016","Sleeping Sloth Sandals",2019-12-06,1
"2017","Sleeping Sloth Sandals",2019-12-07,1
"2018","Sleeping Sloth Sandals",2019-12-08,1
"2019","Sleeping Sloth Sandals",2019-12-09,1
"2020","Sleeping Sloth Sandals",2019-12-10,1
"2021","Sleeping Sloth Sandals",2019-12-11,1
"2022","Sleeping Sloth Sandals",2019-12-12,1
"2023","Sleeping Sloth Sandals",2019-12-13,1
"2024","Sleeping Sloth Sandals",2019-12-14,1
"2025","Sleeping Sloth Sandals",2019-12-15,1
"2026","Sleeping Sloth Sandals",2019-12-16,1
"2027","Sleeping Sloth Sandals",2019-12-17,1
"2028","Sleeping Sloth Sandals",2019-12-18,1
"2029","Sleeping Sloth Sandals",2019-12-19,1
"2030","Sleeping Sloth Sandals",2019-12-20,1
"2031","Sleeping Sloth Sandals",2019-12-21,1
"2032","Sleeping Sloth Sandals",2019-12-22,1
"2033","Sleeping Sloth Sandals",2019-12-23,1
"2034","Sleeping Sloth Sandals",2019-12-24,1
"2035","Sleeping Sloth Sandals",2019-12-25,1
"2036","Sleeping Sloth Sandals",2019-12-26,1
"2037","Sleeping Sloth Sandals",2019-12-27,1
"2038","Sleeping Sloth Sandals",2019-12-28,1
"2039","Sleeping Sloth Sandals",2019-12-29,1
"2040","Sleeping Sloth Sandals",2019-12-30,1
"2041","Sleeping Sloth Sandals",2019-12-31,1
"2042","Sleeping Sloth Sandals",2020-01-01,1
"2043","Sleeping Sloth Sandals",2020-01-02,1
"2044","Sleeping Sloth Sandals",2020-01-03,1
"2045","Sleeping Sloth Sandals",2020-01-04,1
"2046","Sleeping Sloth Sandals",2020-01-05,1
"2047","Sleeping Sloth Sandals",2020-01-06,1
"2048","Sleeping Sloth Sandals",2020-01-07,1
"2049","Sleeping Sloth Sandals",2020-01-08,1
"2050","Sleeping Sloth Sandals",2020-01-09,1
"2051","Sleeping Sloth Sandals",2020-01-10,1
"2052","Sleeping Sloth Sandals",2020-01-11,1
"2053","Sleeping Sloth Sandals",2020-01-12,1
"2054","Sleeping Sloth Sandals",2020-01-13,1
"2055","Sleeping Sloth Sandals",2020-01-14,1
"2056","Sleeping Sloth Sandals",2020-01-15,1
"2057","Sleeping Sloth Sandals",2020-01-16,1
"2058","Sleeping Sloth Sandals",2020-01-17,1
"2059","Sleeping Sloth Sandals",2020-01-18,1
"2060","Sleeping Sloth Sandals",2020-01-19,1
"2061","Sleeping Sloth Sandals",2020-01-20,1
"2062","Sleeping Sloth Sandals",2020-01-21,1
"2063","Sleeping Sloth Sandals",2020-01-22,1
"2064","Sleeping Sloth Sandals",2020-01-23,1
"2065","Sleeping Sloth Sandals",2020-01-24,1
"2066","Sleeping Sloth Sandals",2020-01-25,1
"2067","Sleeping Sloth Sandals",2020-01-26,1
"2068","Sleeping Sloth Sandals",2020-01-27,1
"2069","Sleeping Sloth Sandals",2020-01-28,1
"2070","Sleeping Sloth Sandals",2020-01-29,1
"2071","Sleeping Sloth Sandals",2020-01-30,1
"2072","Sleeping Sloth Sandals",2020-01-31,1
"2073","Sleeping Sloth Sandals",2020-02-01,1
"2074","Sleeping Sloth Sandals",2020-02-02,1
"2075","Sleeping Sloth Sandals",2020-02-03,1
"2076","Sleeping Sloth Sandals",2020-02-04,1
"2077","Sleeping Sloth Sandals",2020-02-05,1
"2078","Sleeping Sloth Sandals",2020-02-06,1
"2079","Sleeping Sloth Sandals",2020-02-07,1
"2080","Sleeping Sloth Sandals",2020-02-08,1
"2081","Sleeping Sloth Sandals",2020-02-09,1
"2082","Sleeping Sloth Sandals",2020-02-10,1
"2083","Sleeping Sloth Sandals",2020-02-11,1
"2084","Sleeping Sloth Sandals",2020-02-12,1
"2085","Sleeping Sloth Sandals",2020-02-13,1
"2086","Sleeping Sloth Sandals",2020-02-14,1
"2087","Sleeping Sloth Sandals",2020-02-15,1
"2088","Sleeping Sloth Sandals",2020-02-16,1
"2089","Sleeping Sloth Sandals",2020-02-17,1
"2090","Sleeping Sloth Sandals",2020-02-18,1
"2091","Sleeping Sloth Sandals",2020-02-19,11
"2092","Sleeping Sloth Sandals",2020-02-20,43
"2093","Sleeping Sloth Sandals",2020-02-21,51
"2094","Sleeping Sloth Sandals",2020-02-22,51
"2095","Sleeping Sloth Sandals",2020-02-23,46
"2096","Sleeping Sloth Sandals",2020-02-24,175
"2097","Sleeping Sloth Sandals",2020-02-25,179
"2098","Sleeping Sloth Sandals",2020-02-26,179
"2099","Sleeping Sloth Sandals",2020-02-27,169
"2100","Sleeping Sloth Sandals",2020-02-28,163
"2101","Sleeping Sloth Sandals",2020-02-29,52
"2102","Sleeping Sloth Sandals",2020-03-01,54
"2103","Sleeping Sloth Sandals",2020-03-02,173
"2104","Sleeping Sloth Sandals",2020-03-03,204
"2105","Sleeping Sloth Sandals",2020-03-04,212
"2106","Sleeping Sloth Sandals",2020-03-05,210
"2107","Sleeping Sloth Sandals",2020-03-06,209
"2108","Sleeping Sloth Sandals",2020-03-07,102
"2109","Sleeping Sloth Sandals",2020-03-08,75
"2110","Sleeping Sloth Sandals",2020-03-09,280
"2111","Sleeping Sloth Sandals",2020-03-10,239
"2112","Sleeping Sloth Sandals",2020-03-11,248
"2113","Sleeping Sloth Sandals",2020-03-12,230
"2114","Sleeping Sloth Sandals",2020-03-13,230
"2115","Sleeping Sloth Sandals",2020-03-14,80
"2116","Sleeping Sloth Sandals",2020-03-15,69
"2117","Sleeping Sloth Sandals",2020-03-16,254
"2118","Sleeping Sloth Sandals",2020-03-17,225
"2119","Sleeping Sloth Sandals",2020-03-18,242
"2120","Sleeping Sloth Sandals",2020-03-19,242
"2121","Sleeping Sloth Sandals",2020-03-20,210
"2122","Sleeping Sloth Sandals",2020-03-21,77
"2123","Sleeping Sloth Sandals",2020-03-22,95
"2124","Sleeping Sloth Sandals",2020-03-23,237
"2125","Sleeping Sloth Sandals",2020-03-24,234
"2126","Sleeping Sloth Sandals",2020-03-25,254
"2127","Sleeping Sloth Sandals",2020-03-26,223
"2128","Sleeping Sloth Sandals",2020-03-27,226
"2129","Sleeping Sloth Sandals",2020-03-28,100
"2130","Sleeping Sloth Sandals",2020-03-29,97
"2131","Sleeping Sloth Sandals",2020-03-30,253
"2132","Sleeping Sloth Sandals",2020-03-31,243
"2133","Sleeping Sloth Sandals",2020-04-01,238
"2134","Sleeping Sloth Sandals",2020-04-02,235
"2135","Sleeping Sloth Sandals",2020-04-03,235
"2136","Sleeping Sloth Sandals",2020-04-04,90
"2137","Sleeping Sloth Sandals",2020-04-05,107
"2138","Sleeping Sloth Sandals",2020-04-06,275
"2139","Sleeping Sloth Sandals",2020-04-07,246
"2140","Sleeping Sloth Sandals",2020-04-08,256
"2141","Sleeping Sloth Sandals",2020-04-09,243
"2142","Sleeping Sloth Sandals",2020-04-10,189
"2143","Sleeping Sloth Sandals",2020-04-11,88
"2144","Sleeping Sloth Sandals",2020-04-12,69
"2145","Sleeping Sloth Sandals",2020-04-13,234
"2146","Sleeping Sloth Sandals",2020-04-14,280
"2147","Sleeping Sloth Sandals",2020-04-15,258
"2148","Sleeping Sloth Sandals",2020-04-16,282
"2149","Sleeping Sloth Sandals",2020-04-17,255
"2150","Sleeping Sloth Sandals",2020-04-18,123
"2151","Sleeping Sloth Sandals",2020-04-19,102
"2152","Sleeping Sloth Sandals",2020-04-20,270
"2153","Sleeping Sloth Sandals",2020-04-21,280
"2154","Sleeping Sloth Sandals",2020-04-22,278
"2155","Sleeping Sloth Sandals",2020-04-23,286
"2156","Sleeping Sloth Sandals",2020-04-24,244
"2157","Sleeping Sloth Sandals",2020-04-25,106
"2158","Sleeping Sloth Sandals",2020-04-26,105
"2159","Sleeping Sloth Sandals",2020-04-27,273
"2160","Sleeping Sloth Sandals",2020-04-28,286
"2161","Slowest Hare bicycle",2019-11-01,2
"2162","Slowest Hare bicycle",2019-11-02,2
"2163","Slowest Hare bicycle",2019-11-03,2
"2164","Slowest Hare bicycle",2019-11-04,2
"2165","Slowest Hare bicycle",2019-11-05,2
"2166","Slowest Hare bicycle",2019-11-06,2
"2167","Slowest Hare bicycle",2019-11-07,2
"2168","Slowest Hare bicycle",2019-11-08,2
"2169","Slowest Hare bicycle",2019-11-09,2
"2170","Slowest Hare bicycle",2019-11-10,2
"2171","Slowest Hare bicycle",2019-11-11,2
"2172","Slowest Hare bicycle",2019-11-12,2
"2173","Slowest Hare bicycle",2019-11-13,2
"2174","Slowest Hare bicycle",2019-11-14,2
"2175","Slowest Hare bicycle",2019-11-15,2
"2176","Slowest Hare bicycle",2019-11-16,2
"2177","Slowest Hare bicycle",2019-11-17,2
"2178","Slowest Hare bicycle",2019-11-18,2
"2179","Slowest Hare bicycle",2019-11-19,2
"2180","Slowest Hare bicycle",2019-11-20,8
"2181","Slowest Hare bicycle",2019-11-21,13
"2182","Slowest Hare bicycle",2019-11-22,31
"2183","Slowest Hare bicycle",2019-11-23,10
"2184","Slowest Hare bicycle",2019-11-24,10
"2185","Slowest Hare bicycle",2019-11-25,36
"2186","Slowest Hare bicycle",2019-11-26,35
"2187","Slowest Hare bicycle",2019-11-27,32
"2188","Slowest Hare bicycle",2019-11-28,26
"2189","Slowest Hare bicycle",2019-11-29,24
"2190","Slowest Hare bicycle",2019-11-30,9
"2191","Slowest Hare bicycle",2019-12-01,11
"2192","Slowest Hare bicycle",2019-12-02,43
"2193","Slowest Hare bicycle",2019-12-03,37
"2194","Slowest Hare bicycle",2019-12-04,37
"2195","Slowest Hare bicycle",2019-12-05,36
"2196","Slowest Hare bicycle",2019-12-06,32
"2197","Slowest Hare bicycle",2019-12-07,12
"2198","Slowest Hare bicycle",2019-12-08,12
"2199","Slowest Hare bicycle",2019-12-09,41
"2200","Slowest Hare bicycle",2019-12-10,36
"2201","Slowest Hare bicycle",2019-12-11,38
"2202","Slowest Hare bicycle",2019-12-12,36
"2203","Slowest Hare bicycle",2019-12-13,33
"2204","Slowest Hare bicycle",2019-12-14,12
"2205","Slowest Hare bicycle",2019-12-15,9
"2206","Slowest Hare bicycle",2019-12-16,36
"2207","Slowest Hare bicycle",2019-12-17,35
"2208","Slowest Hare bicycle",2019-12-18,36
"2209","Slowest Hare bicycle",2019-12-19,32
"2210","Slowest Hare bicycle",2019-12-20,29
"2211","Slowest Hare bicycle",2019-12-21,10
"2212","Slowest Hare bicycle",2019-12-22,9
"2213","Slowest Hare bicycle",2019-12-23,26
"2214","Slowest Hare bicycle",2019-12-24,18
"2215","Slowest Hare bicycle",2019-12-25,10
"2216","Slowest Hare bicycle",2019-12-26,19
"2217","Slowest Hare bicycle",2019-12-27,22
"2218","Slowest Hare bicycle",2019-12-28,9
"2219","Slowest Hare bicycle",2019-12-29,9
"2220","Slowest Hare bicycle",2019-12-30,24
"2221","Slowest Hare bicycle",2019-12-31,17
"2222","Slowest Hare bicycle",2020-01-01,9
"2223","Slowest Hare bicycle",2020-01-02,37
"2224","Slowest Hare bicycle",2020-01-03,32
"2225","Slowest Hare bicycle",2020-01-04,10
"2226","Slowest Hare bicycle",2020-01-05,12
"2227","Slowest Hare bicycle",2020-01-06,50
"2228","Slowest Hare bicycle",2020-01-07,44
"2229","Slowest Hare bicycle",2020-01-08,43
"2230","Slowest Hare bicycle",2020-01-09,41
"2231","Slowest Hare bicycle",2020-01-10,37
"2232","Slowest Hare bicycle",2020-01-11,8
"2233","Slowest Hare bicycle",2020-01-12,10
"2234","Slowest Hare bicycle",2020-01-13,43
"2235","Slowest Hare bicycle",2020-01-14,39
"2236","Slowest Hare bicycle",2020-01-15,40
"2237","Slowest Hare bicycle",2020-01-16,40
"2238","Slowest Hare bicycle",2020-01-17,34
"2239","Slowest Hare bicycle",2020-01-18,11
"2240","Slowest Hare bicycle",2020-01-19,11
"2241","Slowest Hare bicycle",2020-01-20,38
"2242","Slowest Hare bicycle",2020-01-21,38
"2243","Slowest Hare bicycle",2020-01-22,38
"2244","Slowest Hare bicycle",2020-01-23,38
"2245","Slowest Hare bicycle",2020-01-24,33
"2246","Slowest Hare bicycle",2020-01-25,9
"2247","Slowest Hare bicycle",2020-01-26,9
"2248","Slowest Hare bicycle",2020-01-27,36
"2249","Slowest Hare bicycle",2020-01-28,37
"2250","Slowest Hare bicycle",2020-01-29,39
"2251","Slowest Hare bicycle",2020-01-30,35
"2252","Slowest Hare bicycle",2020-01-31,32
"2253","Slowest Hare bicycle",2020-02-01,12
"2254","Slowest Hare bicycle",2020-02-02,12
"2255","Slowest Hare bicycle",2020-02-03,47
"2256","Slowest Hare bicycle",2020-02-04,40
"2257","Slowest Hare bicycle",2020-02-05,45
"2258","Slowest Hare bicycle",2020-02-06,44
"2259","Slowest Hare bicycle",2020-02-07,38
"2260","Slowest Hare bicycle",2020-02-08,13
"2261","Slowest Hare bicycle",2020-02-09,14
"2262","Slowest Hare bicycle",2020-02-10,47
"2263","Slowest Hare bicycle",2020-02-11,41
"2264","Slowest Hare bicycle",2020-02-12,42
"2265","Slowest Hare bicycle",2020-02-13,42
"2266","Slowest Hare bicycle",2020-02-14,36
"2267","Slowest Hare bicycle",2020-02-15,11
"2268","Slowest Hare bicycle",2020-02-16,13
"2269","Slowest Hare bicycle",2020-02-17,37
"2270","Slowest Hare bicycle",2020-02-18,40
"2271","Slowest Hare bicycle",2020-02-19,41
"2272","Slowest Hare bicycle",2020-02-20,39
"2273","Slowest Hare bicycle",2020-02-21,34
"2274","Slowest Hare bicycle",2020-02-22,12
"2275","Slowest Hare bicycle",2020-02-23,11
"2276","Slowest Hare bicycle",2020-02-24,40
"2277","Slowest Hare bicycle",2020-02-25,37
"2278","Slowest Hare bicycle",2020-02-26,40
"2279","Slowest Hare bicycle",2020-02-27,37
"2280","Slowest Hare bicycle",2020-02-28,33
"2281","Slowest Hare bicycle",2020-02-29,12
"2282","Slowest Hare bicycle",2020-03-01,12
"2283","Slowest Hare bicycle",2020-03-02,37
"2284","Slowest Hare bicycle",2020-03-03,39
"2285","Slowest Hare bicycle",2020-03-04,44
"2286","Slowest Hare bicycle",2020-03-05,41
"2287","Slowest Hare bicycle",2020-03-06,39
"2288","Slowest Hare bicycle",2020-03-07,15
"2289","Slowest Hare bicycle",2020-03-08,12
"2290","Slowest Hare bicycle",2020-03-09,45
"2291","Slowest Hare bicycle",2020-03-10,41
"2292","Slowest Hare bicycle",2020-03-11,42
"2293","Slowest Hare bicycle",2020-03-12,40
"2294","Slowest Hare bicycle",2020-03-13,38
"2295","Slowest Hare bicycle",2020-03-14,13
"2296","Slowest Hare bicycle",2020-03-15,13
"2297","Slowest Hare bicycle",2020-03-16,42
"2298","Slowest Hare bicycle",2020-03-17,39
"2299","Slowest Hare bicycle",2020-03-18,39
"2300","Slowest Hare bicycle",2020-03-19,41
"2301","Slowest Hare bicycle",2020-03-20,33
"2302","Slowest Hare bicycle",2020-03-21,13
"2303","Slowest Hare bicycle",2020-03-22,14
"2304","Slowest Hare bicycle",2020-03-23,42
"2305","Slowest Hare bicycle",2020-03-24,40
"2306","Slowest Hare bicycle",2020-03-25,40
"2307","Slowest Hare bicycle",2020-03-26,38
"2308","Slowest Hare bicycle",2020-03-27,36
"2309","Slowest Hare bicycle",2020-03-28,15
"2310","Slowest Hare bicycle",2020-03-29,17
"2311","Slowest Hare bicycle",2020-03-30,45
"2312","Slowest Hare bicycle",2020-03-31,39
"2313","Slowest Hare bicycle",2020-04-01,39
"2314","Slowest Hare bicycle",2020-04-02,39
"2315","Slowest Hare bicycle",2020-04-03,40
"2316","Slowest Hare bicycle",2020-04-04,15
"2317","Slowest Hare bicycle",2020-04-05,13
"2318","Slowest Hare bicycle",2020-04-06,47
"2319","Slowest Hare bicycle",2020-04-07,43
"2320","Slowest Hare bicycle",2020-04-08,45
"2321","Slowest Hare bicycle",2020-04-09,41
"2322","Slowest Hare bicycle",2020-04-10,28
"2323","Slowest Hare bicycle",2020-04-11,14
"2324","Slowest Hare bicycle",2020-04-12,12
"2325","Slowest Hare bicycle",2020-04-13,39
"2326","Slowest Hare bicycle",2020-04-14,48
"2327","Slowest Hare bicycle",2020-04-15,44
